"id_order","product_id","product_name","product_quantity","product_price","total_price_tax_incl","total_price_tax_excl","id_product","id_manufacturer","name","location","city","current_state","name","preorder","invoice_date","delivery_date","total_paid","total_paid_tax_excl","total_paid_real","total_shipping","category","date_invoice","date_delivery"
"36388","39560","Sparkle Candle","1","35.000000","35.000000","35.000000","39560","89","CZW_11701","Whitefield","Bangalore","106","Delivered - Shipsy","0","2023-04-17 21:48:51","2023-04-17 21:48:51","583.820000","485.000000","583.820000","0.000000","Optional Addons","2023-04-17","2023-04-17"
"36388","39739","Death by Chocolate Eggless Cake - Select Size : 500 gms (Serves 4-6)","1","549.000000","647.820000","549.000000","39739","89","CZW_11701","Whitefield","Bangalore","106","Delivered - Shipsy","0","2023-04-17 21:48:51","2023-04-17 21:48:51","583.820000","485.000000","583.820000","0.000000","Eggless Cakes","2023-04-17","2023-04-17"
"36391","43147","Chocolate Truffle Cake - Select Weight : 1 Kg (Serves 9-10)","1","959.000000","1131.620000","959.000000","43147","90","CZW_45220","yelahanka","Bangalore","106","Delivered - Shipsy","1","2023-04-17 21:52:45","2023-04-18 11:00:00","1745.640000","1413.000000","1745.640000","0.000000","Egg Cakes","2023-04-17","2023-04-18"
"36391","43693","Mango Fruit Eggless Cake - Select Weight : 1 Kg (Serves 9-10)","1","889.000000","1049.020000","889.000000","43693","90","CZW_45220","yelahanka","Bangalore","106","Delivered - Shipsy","1","2023-04-17 21:52:45","2023-04-18 11:00:00","1745.640000","1413.000000","1745.640000","0.000000","Eggless Cakes","2023-04-17","2023-04-18"
"36391","43054","Magic Candles","1","65.000000","65.000000","65.000000","43054","90","CZW_45220","yelahanka","Bangalore","106","Delivered - Shipsy","1","2023-04-17 21:52:45","2023-04-18 11:00:00","1745.640000","1413.000000","1745.640000","0.000000","Optional Addons","2023-04-17","2023-04-18"
"36393","27732","Red Velvet Heart Cake - Select Weight : 500 gms (Serves 4-6)","1","579.000000","683.220000","579.000000","27732","73","CZW_54305","Banaswadi","Bangalore","93","Dispatching","0","2023-04-17 22:02:08","2023-04-17 22:02:08","600.040000","478.000000","600.040000","0.000000","Anniversary Special Cakes","2023-04-17","2023-04-17"
"36393","27057","Choco Lava Cake","1","99.000000","116.820000","99.000000","27057","73","CZW_54305","Banaswadi","Bangalore","93","Dispatching","0","2023-04-17 22:02:08","2023-04-17 22:02:08","600.040000","478.000000","600.040000","0.000000","Brownies & Lava Cakes","2023-04-17","2023-04-17"
"36392","30564","Red Velvet Heart Cake - Select Weight : 500 gms (Serves 4-6)","1","579.000000","683.220000","579.000000","30564","156","CZW_43631","Madhurwada","Vizag","73","Processed","1","2023-04-17 21:56:55","2023-04-17 22:00:00","583.220000","479.000000","583.220000","0.000000","Anniversary Special Cakes","2023-04-17","2023-04-17"
"36395","58423","Happy Birthday Greeting Card","1","49.000000","49.000000","49.000000","58423","120","CZW_11339","LINGAMPALLY","Hyderabad","106","Delivered - Shipsy","0","2023-04-17 22:26:03","2023-04-17 22:26:03","681.620000","509.000000","681.620000","0.000000","Optional Addons","2023-04-17","2023-04-17"
"36395","34475","Knife and Candle","1","1.000000","1.000000","1.000000","34475","120","CZW_11339","LINGAMPALLY","Hyderabad","106","Delivered - Shipsy","0","2023-04-17 22:26:03","2023-04-17 22:26:03","681.620000","509.000000","681.620000","0.000000","Optional Addons","2023-04-17","2023-04-17"
"36395","34711","Cute Teddy Butterscotch Eggless Cake - Select Weight : 1 Kg (Serves 9-10)","1","959.000000","1131.620000","959.000000","34711","120","CZW_11339","LINGAMPALLY","Hyderabad","106","Delivered - Shipsy","0","2023-04-17 22:26:03","2023-04-17 22:26:03","681.620000","509.000000","681.620000","0.000000","Eggless Cakes","2023-04-17","2023-04-17"
"36394","49885","Gulab Jamun Red Velvet Cake - Select Weight : 500 gms (Serves 4-6)","1","939.000000","1108.020000","939.000000","49885","182","CZW_64383","Perumbakkam","Chennai","106","Delivered - Shipsy","1","2023-04-17 22:25:53","2023-04-18 19:00:00","908.020000","739.000000","908.020000","0.000000","Exclusive Indian Fusion Cakes","2023-04-17","2023-04-18"
"36396","63061","Premium Red velvet Anniversary Cake - Select Weight : 500 gms (Serves 4-6)","1","1189.000000","1403.020000","1189.000000","63061","106","CZW_54987","Rani Bagh","Delhi","93","Dispatching","1","2023-04-17 22:52:37","2023-04-18 17:00:00","1022.020000","808.000000","1022.020000","0.000000","Anniversary Special Cakes","2023-04-17","2023-04-18"
"36396","62744","Flower Candle","1","119.000000","119.000000","119.000000","62744","106","CZW_54987","Rani Bagh","Delhi","93","Dispatching","1","2023-04-17 22:52:37","2023-04-18 17:00:00","1022.020000","808.000000","1022.020000","0.000000","Optional Addons","2023-04-17","2023-04-18"
"36397","105670","Gulab Jamun Red Velvet Cake - Select Weight : 500 gms (Serves 4-6)","1","939.000000","1108.020000","939.000000","105670","182","CZW_64383","Perumbakkam","Chennai","106","Delivered - Shipsy","1","2023-04-17 23:10:14","2023-04-18 21:00:00","787.020000","618.000000","787.020000","0.000000","Exclusive Indian Fusion Cakes","2023-04-17","2023-04-18"
"36397","105419","Happy Birthday Candles","1","179.000000","179.000000","179.000000","105419","182","CZW_64383","Perumbakkam","Chennai","106","Delivered - Shipsy","1","2023-04-17 23:10:14","2023-04-18 21:00:00","787.020000","618.000000","787.020000","0.000000","Optional Addons","2023-04-17","2023-04-18"
"36398","78627","Indian Fusion Cupcakes - 4 Pc","1","389.000000","459.020000","389.000000","78627","143","CZW_35475","Kuvempunagara","Mysore","93","Dispatching","1","2023-04-18 02:17:26","2023-04-18 09:00:00","552.840000","438.000000","552.840000","0.000000","Cupcakes","2023-04-18","2023-04-18"
"36398","40363","Vanilla Pineapple Lunch Box Cake","1","249.000000","293.820000","249.000000","40363","143","CZW_35475","Kuvempunagara","Mysore","93","Dispatching","1","2023-04-18 02:17:26","2023-04-18 09:00:00","552.840000","438.000000","552.840000","0.000000","Bento Cakes","2023-04-18","2023-04-18"
"36399","39566","Happy Birthday Candles","1","179.000000","179.000000","179.000000","39566","166","CZW_61419","Kadugudi","Bangalore","2","Payment accepted","1","2023-04-18 06:44:56","2023-04-26 14:00:00","1058.420000","848.000000","1058.420000","0.000000","Optional Addons","2023-04-18","2023-04-26"
"36399","58594","Rectangle Shape Photo Cake - Select Weight : 1 Kg (Serves 9-10), Select Flavour : Death by Chocolate, Select Variant : Eggless","1","1169.000000","1379.420000","1169.000000","58594","166","CZW_61419","Kadugudi","Bangalore","2","Payment accepted","1","2023-04-18 06:44:56","2023-04-26 14:00:00","1058.420000","848.000000","1058.420000","0.000000","Photo Cakes","2023-04-18","2023-04-26"
"36400","61907","Magic Candles","1","65.000000","65.000000","65.000000","61907","166","CZW_61419","Kadugudi","Bangalore","99","Pickup Completed","0","2023-04-18 08:47:29","2023-04-18 08:47:29","855.020000","704.000000","855.020000","0.000000","Optional Addons","2023-04-18","2023-04-18"
"36400","61996","Black Forest Cake - Select Weight : 1 Kg (Serves 9-10)","1","839.000000","990.020000","839.000000","61996","166","CZW_61419","Kadugudi","Bangalore","99","Pickup Completed","0","2023-04-18 08:47:29","2023-04-18 08:47:29","855.020000","704.000000","855.020000","0.000000","Egg Cakes","2023-04-18","2023-04-18"
"36401","26798","Black Forest Cake - Select Weight : 1 Kg (Serves 9-10)","1","839.000000","990.020000","839.000000","26798","113","CZW_17017","A.S RAO NAGAR","Hyderabad","93","Dispatching","0","2023-04-18 09:40:27","2023-04-18 09:40:27","990.020000","839.000000","990.020000","0.000000","Egg Cakes","2023-04-18","2023-04-18"
"36402","39670","Black Forest Cake - Select Weight : 1 Kg (Serves 9-10)","1","839.000000","990.020000","839.000000","39670","89","CZW_11701","Whitefield","Bangalore","106","Delivered - Shipsy","0","2023-04-18 09:43:30","2023-04-18 09:43:30","790.020000","639.000000","790.020000","0.000000","Egg Cakes","2023-04-18","2023-04-18"
"36404","37881","Gulab Jamun Vanilla Cake - Select Weight : 500 gms (Serves 4-6)","1","689.000000","813.020000","689.000000","37881","95","CZW_54990","Rajakilpakkam","Chennai","93","Dispatching","0","2023-04-18 10:13:04","2023-04-18 10:13:04","613.020000","489.000000","613.020000","0.000000","Exclusive Indian Fusion Cakes","2023-04-18","2023-04-18"
"36403","26085","Red Velvet Heart Cake - Select Weight : 500 gms (Serves 4-6)","1","579.000000","683.220000","579.000000","26085","87","CZW_3179","Rajaji nagar","Bangalore","93","Dispatching","1","2023-04-18 10:12:19","2023-04-20 08:00:00","583.220000","479.000000","583.220000","0.000000","Anniversary Special Cakes","2023-04-18","2023-04-20"
"36405","43229","Black Forest Cake - Select Weight : 1 Kg (Serves 9-10)","1","839.000000","990.020000","839.000000","43229","190","CZW_65755","Chandkheda","Ahmedabad","44","Cancelled - Test order","1","2023-04-18 10:26:51","2023-04-18 10:28:07","990.020000","839.000000","990.020000","0.000000","Egg Cakes","2023-04-18","2023-04-18"
"36406","50764","Happy Birthday Candles","1","179.000000","179.000000","179.000000","50764","75","CZW_3166","BTM Layout","Bangalore","93","Dispatching","1","2023-04-18 10:32:00","2023-04-18 21:00:00","2663.220000","2208.000000","2663.220000","0.000000","Optional Addons","2023-04-18","2023-04-18"
"36406","122961","Outside Rainbow Theme Cake - Select Weight : 2 kg, Select Flavour : Pineapple, Select Variant : Egg","1","2529.000000","2984.220000","2529.000000","122961","75","CZW_3166","BTM Layout","Bangalore","93","Dispatching","1","2023-04-18 10:32:00","2023-04-18 21:00:00","2663.220000","2208.000000","2663.220000","0.000000","Theme Cakes","2023-04-18","2023-04-18"
"36407","105710","Choco Mousse Cheesecake Jar","1","289.000000","341.020000","289.000000","105710","98","CZW_33960","Velachery","Chennai","93","Dispatching","0","2023-04-18 10:38:21","2023-04-18 10:38:21","772.360000","632.500000","772.360000","0.000000","Cheesecake Jars","2023-04-18","2023-04-18"
"36407","105773","Rasmalai Jar cake - Select Jar : Large Jar (375 ml)","1","269.000000","317.420000","269.000000","105773","98","CZW_33960","Velachery","Chennai","93","Dispatching","0","2023-04-18 10:38:21","2023-04-18 10:38:21","772.360000","632.500000","772.360000","0.000000","Dessert Jars","2023-04-18","2023-04-18"
"36407","105766","Mango Fruit Jar Cake - Select Size : Large Jar (375 ml)","1","219.000000","258.420000","219.000000","105766","98","CZW_33960","Velachery","Chennai","93","Dispatching","0","2023-04-18 10:38:21","2023-04-18 10:38:21","772.360000","632.500000","772.360000","0.000000","Dessert Jars","2023-04-18","2023-04-18"
"36424","35311","Mango Fruit Eggless Cake - Select Weight : 500 gms (Serves 4-6)","1","489.000000","577.020000","489.000000","35311","147","CZW_3178","Mundhwa","Pune","85","Full Refund - Tech issue","0","2023-04-18 13:20:16","2023-04-18 13:20:16","577.020000","489.000000","577.020000","0.000000","Eggless Cakes","2023-04-18","2023-04-18"
"36408","102482","Rectangle Shape Photo Cake - Select Weight : 1 Kg (Serves 9-10), Select Flavour : Red Velvet, Select Variant : Eggless","1","1189.000000","1403.020000","1189.000000","102482","195","CZW_65648","Sector 63","Chandigarh","98","Rider Assigned","1","2023-04-18 10:54:14","2023-04-18 14:00:00","903.020000","689.000000","903.020000","0.000000","Photo Cakes","2023-04-18","2023-04-18"
"36409","33722","Butterscotch Overload Eggless Cake - Select Size : 500 gms (Serves 4-6)","1","479.000000","565.220000","479.000000","33722","79","CZW_3165","Indiranagar","Bangalore","106","Delivered - Shipsy","1","2023-04-18 11:14:18","2023-04-18 12:00:00","465.220000","379.000000","465.220000","0.000000","Eggless Cakes","2023-04-18","2023-04-18"
"36410","47078","Layered Chocolate Truffle Eggless Cake - Select Weight : 1 Kg (Serves 9-10)","1","1019.000000","1202.420000","1019.000000","47078","152","CZW_50786","Tirupati","Tirupati","93","Dispatching","1","2023-04-18 11:34:28","2023-04-19 16:00:00","1202.420000","1019.000000","1202.420000","0.000000","Eggless Cakes","2023-04-18","2023-04-19"
"36411","32353","French Blueberry Cheese Cake [500gm]","1","1089.000000","1285.020000","1089.000000","32353","75","CZW_3166","BTM Layout","Bangalore","106","Delivered - Shipsy","1","2023-04-18 11:49:27","2023-04-18 22:00:00","1085.020000","889.000000","1085.020000","0.000000","Cheesecakes [500gm]","2023-04-18","2023-04-18"
"36412","28596","Chocolate Truffle Lunch Box Cake","1","269.000000","317.420000","269.000000","28596","153","CZW_41709","Benz Circle","Vijayawada","93","Dispatching","1","2023-04-18 11:56:45","2023-04-18 12:00:00","516.260000","407.000000","516.260000","0.000000","Bento Cakes","2023-04-18","2023-04-18"
"36412","28646","Gulab Jamun Vanilla Dessert Jar Cake - Select Size : Mini Jar (200 ml)","1","189.000000","223.020000","189.000000","28646","153","CZW_41709","Benz Circle","Vijayawada","93","Dispatching","1","2023-04-18 11:56:45","2023-04-18 12:00:00","516.260000","407.000000","516.260000","0.000000","Dessert Jars","2023-04-18","2023-04-18"
"36412","28644","Red Velvet Jar cake - Select Jar : Mini Jar (200 ml)","1","149.000000","175.820000","149.000000","28644","153","CZW_41709","Benz Circle","Vijayawada","93","Dispatching","1","2023-04-18 11:56:45","2023-04-18 12:00:00","516.260000","407.000000","516.260000","0.000000","Dessert Jars","2023-04-18","2023-04-18"
"36413","32447","Red Velvet Heart Cake - Select Weight : 500 gms (Serves 4-6)","1","579.000000","683.220000","579.000000","32447","180","CZW_63586","Sarjapur","Bangalore","106","Delivered - Shipsy","1","2023-04-18 12:03:05","2023-04-18 17:00:00","584.220000","480.000000","584.220000","0.000000","Anniversary Special Cakes","2023-04-18","2023-04-18"
"36413","31993","Knife and Candle","1","1.000000","1.000000","1.000000","31993","180","CZW_63586","Sarjapur","Bangalore","106","Delivered - Shipsy","1","2023-04-18 12:03:05","2023-04-18 17:00:00","584.220000","480.000000","584.220000","0.000000","Optional Addons","2023-04-18","2023-04-18"
"36414","43147","Chocolate Truffle Cake - Select Weight : 500 gms (Serves 4-6)","1","539.000000","636.020000","539.000000","43147","90","CZW_45220","yelahanka","Bangalore","93","Dispatching","0","2023-04-18 12:09:27","2023-04-18 12:09:27","536.020000","439.000000","536.020000","0.000000","Egg Cakes","2023-04-18","2023-04-18"
"36415","30586","Butterscotch Overload Egg Cake - Select Weight : 1 Kg (Serves 9-10)","1","889.000000","1049.020000","889.000000","30586","74","CZW_3173","Bellandur","Bangalore","93","Dispatching","0","2023-04-18 12:14:53","2023-04-18 12:14:53","849.020000","689.000000","849.020000","0.000000","Egg Cakes","2023-04-18","2023-04-18"
"36416","49001","Mango Fruit Jar Cake - Select Size : Large Jar (375 ml)","1","219.000000","258.420000","219.000000","49001","72","CZW_3514","Banashankari","Bangalore","106","Delivered - Shipsy","0","2023-04-18 12:19:12","2023-04-18 12:19:12","208.420000","169.000000","208.420000","50.000000","Dessert Jars","2023-04-18","2023-04-18"
"36417","44176","Happy Birthday Candles","1","179.000000","179.000000","179.000000","44176","156","CZW_43631","Madhurwada","Vizag","73","Processed","1","2023-04-18 12:23:00","2023-04-20 16:00:00","2554.620000","2157.000000","2554.620000","0.000000","Optional Addons","2023-04-18","2023-04-20"
"36417","44174","Flower Candle","1","119.000000","119.000000","119.000000","44174","156","CZW_43631","Madhurwada","Vizag","73","Processed","1","2023-04-18 12:23:00","2023-04-20 16:00:00","2554.620000","2157.000000","2554.620000","0.000000","Optional Addons","2023-04-18","2023-04-20"
"36417","44171","Magic Candles","1","65.000000","65.000000","65.000000","44171","156","CZW_43631","Madhurwada","Vizag","73","Processed","1","2023-04-18 12:23:00","2023-04-20 16:00:00","2554.620000","2157.000000","2554.620000","0.000000","Optional Addons","2023-04-18","2023-04-20"
"36417","58341","Happy Birthday Greeting Card","1","49.000000","49.000000","49.000000","58341","156","CZW_43631","Madhurwada","Vizag","73","Processed","1","2023-04-18 12:23:00","2023-04-20 16:00:00","2554.620000","2157.000000","2554.620000","0.000000","Optional Addons","2023-04-18","2023-04-20"
"36417","44167","Knife and Candle","1","1.000000","1.000000","1.000000","44167","156","CZW_43631","Madhurwada","Vizag","73","Processed","1","2023-04-18 12:23:00","2023-04-20 16:00:00","2554.620000","2157.000000","2554.620000","0.000000","Optional Addons","2023-04-18","2023-04-20"
"36417","44169","Sparkle Candle","1","35.000000","35.000000","35.000000","44169","156","CZW_43631","Madhurwada","Vizag","73","Processed","1","2023-04-18 12:23:00","2023-04-20 16:00:00","2554.620000","2157.000000","2554.620000","0.000000","Optional Addons","2023-04-18","2023-04-20"
"36417","69840","Rainbow Unicorn Cake - Select Weight : 1.5 kg, Select Flavour : Vanilla-Chocolate (Vancho), Select Variant : Eggless","1","2209.000000","2606.620000","2209.000000","69840","156","CZW_43631","Madhurwada","Vizag","73","Processed","1","2023-04-18 12:23:00","2023-04-20 16:00:00","2554.620000","2157.000000","2554.620000","0.000000","Theme Cakes","2023-04-18","2023-04-20"
"36418","34369","Pineapple Vanilla Eggless Cake - Select Weight : 500 gms (Serves 4-6)","1","479.000000","565.220000","479.000000","34369","146","CZW_44261","Kothrud","Pune","93","Dispatching","0","2023-04-18 12:25:56","2023-04-18 12:25:56","465.220000","379.000000","465.220000","0.000000","Eggless Cakes","2023-04-18","2023-04-18"
"36419","35223","Heart Shape Choco Twin Hearts Truffle Cake - Select Weight : 1 Kg (Serves 9-10)","1","1129.000000","1332.220000","1129.000000","35223","123","CZW_16057","NANAKRAMGUDA","Hyderabad","93","Dispatching","1","2023-04-18 12:29:50","2023-04-18 16:00:00","833.220000","630.000000","833.220000","0.000000","Anniversary Special Cakes","2023-04-18","2023-04-18"
"36419","34550","Knife and Candle","1","1.000000","1.000000","1.000000","34550","123","CZW_16057","NANAKRAMGUDA","Hyderabad","93","Dispatching","1","2023-04-18 12:29:50","2023-04-18 16:00:00","833.220000","630.000000","833.220000","0.000000","Optional Addons","2023-04-18","2023-04-18"
"36420","88246","Black Forest Cake - Select Weight : 1 Kg (Serves 9-10)","1","839.000000","990.020000","839.000000","88246","103","CZW_48772","SVP","Coimbatore","93","Dispatching","0","2023-04-18 12:32:21","2023-04-18 12:32:21","790.020000","639.000000","790.020000","0.000000","Egg Cakes","2023-04-18","2023-04-18"
"36422","51006","Mango Fruit Eggless Cake - Select Weight : 500 gms (Serves 4-6)","1","489.000000","577.020000","489.000000","51006","117","CZW_40895","Kompally","Hyderabad","93","Dispatching","0","2023-04-18 12:40:45","2023-04-18 12:40:45","477.020000","389.000000","477.020000","0.000000","Eggless Cakes","2023-04-18","2023-04-18"
"36421","29410","Rasmalai Cake - Select Weight : 500 gms (Serves 4-6)","1","549.000000","647.820000","549.000000","29410","72","CZW_3514","Banashankari","Bangalore","93","Dispatching","1","2023-04-18 12:36:47","2023-04-18 16:00:00","547.820000","449.000000","547.820000","0.000000","Exclusive Indian Fusion Cakes","2023-04-18","2023-04-18"
"36423","48777","Layered Chocolate Truffle Eggless Cake - Select Weight : 1 Kg (Serves 9-10)","1","1019.000000","1202.420000","1019.000000","48777","82","CZW_41103","kengeri","Bangalore","106","Delivered - Shipsy","0","2023-04-18 13:19:12","2023-04-18 13:19:12","702.420000","519.000000","702.420000","0.000000","Eggless Cakes","2023-04-18","2023-04-18"
"36425","35513","Knife and Candle","1","1.000000","1.000000","1.000000","35513","135","CZW_47880","MIRA ROAD","Mumbai","106","Delivered - Shipsy","1","2023-04-18 13:35:23","2023-04-18 18:00:00","833.220000","630.000000","833.220000","0.000000","Optional Addons","2023-04-18","2023-04-18"
"36425","36026","Heart Shape Choco Twin Hearts Truffle Cake - Select Weight : 1 Kg (Serves 9-10)","1","1129.000000","1332.220000","1129.000000","36026","135","CZW_47880","MIRA ROAD","Mumbai","106","Delivered - Shipsy","1","2023-04-18 13:35:23","2023-04-18 18:00:00","833.220000","630.000000","833.220000","0.000000","Anniversary Special Cakes","2023-04-18","2023-04-18"
"36426","31145","Dark Chocolate Pinata Heart Shape Dome Cake - Select Cake : Chocolate Truffle Cake","1","709.000000","836.620000","709.000000","31145","180","CZW_63586","Sarjapur","Bangalore","93","Dispatching","1","2023-04-18 13:39:53","2023-04-19 18:00:00","690.040000","514.000000","690.040000","0.000000","Pinata Cakes","2023-04-18","2023-04-19"
"36426","30114","Gulab Jamun Vanilla Dessert Jar Cake - Select Size : Large Jar (375 ml)","1","269.000000","317.420000","269.000000","30114","180","CZW_63586","Sarjapur","Bangalore","93","Dispatching","1","2023-04-18 13:39:53","2023-04-19 18:00:00","690.040000","514.000000","690.040000","0.000000","Dessert Jars","2023-04-18","2023-04-19"
"36426","30408","Knife and Candle","1","1.000000","1.000000","1.000000","30408","180","CZW_63586","Sarjapur","Bangalore","93","Dispatching","1","2023-04-18 13:39:53","2023-04-19 18:00:00","690.040000","514.000000","690.040000","0.000000","Optional Addons","2023-04-18","2023-04-19"
"36426","30410","Sparkle Candle","1","35.000000","35.000000","35.000000","30410","180","CZW_63586","Sarjapur","Bangalore","93","Dispatching","1","2023-04-18 13:39:53","2023-04-19 18:00:00","690.040000","514.000000","690.040000","0.000000","Optional Addons","2023-04-18","2023-04-19"
"36427","48956","Dark Chocolate Pinata Full Round Dome Cake - Select Cake : Chocolate Truffle Cake","1","709.000000","836.620000","709.000000","48956","82","CZW_41103","kengeri","Bangalore","93","Dispatching","1","2023-04-18 13:56:29","2023-04-21 08:00:00","586.620000","459.000000","586.620000","0.000000","Pinata Cakes","2023-04-18","2023-04-21"
"36428","90855","Mango Cheesecake [500gm]","1","1069.000000","1261.420000","1069.000000","90855","83","CZW_3171","Koramangla","Bangalore","106","Delivered - Shipsy","0","2023-04-18 13:57:14","2023-04-18 13:57:14","761.420000","569.000000","761.420000","0.000000","Cheesecakes [500gm]","2023-04-18","2023-04-18"
"36429","31851","Layered Chocolate Truffle Eggless Cake - Select Weight : 1 Kg (Serves 9-10)","1","1019.000000","1202.420000","1019.000000","31851","84","CZW_11700","kudlu","Bangalore","44","Cancelled - Test order","0","2023-04-18 14:21:15","2023-04-18 14:21:15","1202.420000","1019.000000","1202.420000","0.000000","Eggless Cakes","2023-04-18","2023-04-18"
"36430","32677","Happy Anniversary Fondant Cake - Select Weight : 1 Kg (Serves 9-10), Select Flavour : Butterscotch","1","939.000000","1108.020000","939.000000","32677","109","CZW_55012","Galleria","Gurgaon","93","Dispatching","1","2023-04-18 14:24:48","2023-04-19 17:00:00","638.520000","469.500000","638.520000","0.000000","Anniversary Special Cakes","2023-04-18","2023-04-19"
"36431","99121","Happy Anniversary Fondant Cake - Select Weight : 500 Grams (Serves 4-6), Select Flavour : Chocolate","1","629.000000","742.220000","629.000000","99121","198","CZW_65654","Athwa","Surat","93","Dispatching","0","2023-04-18 14:29:06","2023-04-18 14:29:06","542.220000","429.000000","542.220000","0.000000","Anniversary Special Cakes","2023-04-18","2023-04-18"
"36432","36507","Kaju Barfi Cake - Select Weight : 500 gms (Serves 4-6)","1","779.000000","919.220000","779.000000","36507","144","CZW_51119","Nellore","Nellore","93","Dispatching","1","2023-04-18 14:35:49","2023-04-18 17:00:00","770.860000","577.000000","770.860000","0.000000","Exclusive Indian Fusion Cakes","2023-04-18","2023-04-18"
"36432","36661","Chocolate Jar Cake - Select Jar : Mini Jar (200 ml)","1","149.000000","175.820000","149.000000","36661","144","CZW_51119","Nellore","Nellore","93","Dispatching","1","2023-04-18 14:35:49","2023-04-18 17:00:00","770.860000","577.000000","770.860000","0.000000","Dessert Jars","2023-04-18","2023-04-18"
"36432","36627","Red Velvet Jar cake - Select Jar : Mini Jar (200 ml)","1","149.000000","175.820000","149.000000","36627","144","CZW_51119","Nellore","Nellore","93","Dispatching","1","2023-04-18 14:35:49","2023-04-18 17:00:00","770.860000","577.000000","770.860000","0.000000","Dessert Jars","2023-04-18","2023-04-18"
"36433","93396","Rasmalai Eggless Cake - Select Weight : 1 Kg (Serves 9-10)","1","1019.000000","1202.420000","1019.000000","93396","96","CZW_49342","T Nagar","Chennai","93","Dispatching","0","2023-04-18 14:58:43","2023-04-18 14:58:43","702.420000","519.000000","702.420000","0.000000","Exclusive Indian Fusion Cakes","2023-04-18","2023-04-18"
"36434","90653","Rasmalai Cake - Select Weight : 500 gms (Serves 4-6)","1","549.000000","647.820000","549.000000","90653","76","CZW_3174","E.city","Bangalore","106","Delivered - Shipsy","1","2023-04-18 15:13:30","2023-04-18 19:00:00","547.820000","449.000000","547.820000","0.000000","Exclusive Indian Fusion Cakes","2023-04-18","2023-04-18"
"36435","89160","Layered Chocolate Truffle Eggless Cake - Select Weight : 1 Kg (Serves 9-10)","1","1019.000000","1202.420000","1019.000000","89160","87","CZW_3179","Rajaji nagar","Bangalore","93","Dispatching","0","2023-04-18 15:15:21","2023-04-18 15:15:22","702.420000","519.000000","702.420000","0.000000","Eggless Cakes","2023-04-18","2023-04-18"
"36436","34563","French Blueberry Cheesecake Jar","1","289.000000","341.020000","289.000000","34563","81","CZW_55435","Jeevan Bhimnagar","Bangalore","93","Dispatching","0","2023-04-18 15:21:11","2023-04-18 15:21:11","854.640000","648.000000","854.640000","0.000000","Cheesecake Jars","2023-04-18","2023-04-18"
"36436","34098","Black Forest Eggless Cake - Select Weight : 1 Kg (Serves 9-10)","1","859.000000","1013.620000","859.000000","34098","81","CZW_55435","Jeevan Bhimnagar","Bangalore","93","Dispatching","0","2023-04-18 15:21:11","2023-04-18 15:21:11","854.640000","648.000000","854.640000","0.000000","Eggless Cakes","2023-04-18","2023-04-18"
"36437","39884","Happy Anniversary Fondant Cake - Select Weight : 500 Grams (Serves 4-6), Select Flavour : Butterscotch","1","549.000000","647.820000","549.000000","39884","151","CZW_3515","wakad","Pune","93","Dispatching","0","2023-04-18 15:25:23","2023-04-18 15:25:23","647.820000","549.000000","647.820000","0.000000","Anniversary Special Cakes","2023-04-18","2023-04-18"
"36438","30963","Gulab Jamun Vanilla Cake - Select Weight : 1 Kg (Serves 9-10)","1","1059.000000","1249.620000","1059.000000","30963","74","CZW_3173","Bellandur","Bangalore","106","Delivered - Shipsy","0","2023-04-18 15:28:15","2023-04-18 15:28:15","749.620000","559.000000","749.620000","0.000000","Exclusive Indian Fusion Cakes","2023-04-18","2023-04-18"
"36439","89047","Chocolate Truffle Eggless Cake - Select Weight : 1 Kg (Serves 9-10)","1","939.000000","1108.020000","939.000000","89047","87","CZW_3179","Rajaji nagar","Bangalore","106","Delivered - Shipsy","1","2023-04-18 15:31:59","2023-04-18 16:00:00","1108.020000","939.000000","1108.020000","0.000000","Eggless Cakes","2023-04-18","2023-04-18"
"36440","35435","Chocolate Truffle Cake - Select Weight : 500 gms (Serves 4-6)","1","539.000000","636.020000","539.000000","35435","86","CZW_3170","Mahadevpura","Bangalore","93","Dispatching","0","2023-04-18 16:08:34","2023-04-18 16:08:34","601.020000","504.000000","601.020000","0.000000","Egg Cakes","2023-04-18","2023-04-18"
"36440","35361","Magic Candles","1","65.000000","65.000000","65.000000","35361","86","CZW_3170","Mahadevpura","Bangalore","93","Dispatching","0","2023-04-18 16:08:34","2023-04-18 16:08:34","601.020000","504.000000","601.020000","0.000000","Optional Addons","2023-04-18","2023-04-18"
"36440","35364","Party Balloons (Pack of 10)","1","99.000000","99.000000","99.000000","35364","86","CZW_3170","Mahadevpura","Bangalore","93","Dispatching","0","2023-04-18 16:08:34","2023-04-18 16:08:34","601.020000","504.000000","601.020000","0.000000","Optional Addons","2023-04-18","2023-04-18"
"36440","35357","Knife and Candle","1","1.000000","1.000000","1.000000","35357","86","CZW_3170","Mahadevpura","Bangalore","93","Dispatching","0","2023-04-18 16:08:34","2023-04-18 16:08:34","601.020000","504.000000","601.020000","0.000000","Optional Addons","2023-04-18","2023-04-18"
"36441","93411","French Blueberry Cheese Cake [500gm]","1","1089.000000","1285.020000","1089.000000","93411","100","CZW_58549","Mogappair","Chennai","106","Delivered - Shipsy","0","2023-04-18 16:17:26","2023-04-18 16:17:26","785.020000","589.000000","785.020000","0.000000","Cheesecakes [500gm]","2023-04-18","2023-04-18"
